date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:38	141941/141941	---MCZ	200	added ('OK')	application/javascript	etag:%2222a75-iKkf+OateC1bxjLRQ9tMu5Nt07Q%22	https://unpkg.com/leaflet@1.7.1/dist/leaflet.js	//Mac/Home/Downloads/web/unpkg.com/leaflet@1.7.1/dist/leaflet.js	(from https://beatdrum.netlify.app/contact.html)
14:52:38	1370/1370	---M-Z	200	added ('OK')	text/css	etag:%2253ff6c0de5f25d39c9fc526f13540b9c-ssl-df%22	https://beatdrum.netlify.app/assets/css/slick.min.css	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/css/slick.min.css	(from https://beatdrum.netlify.app/first%20detail.html)
14:52:39	3404/3404	---MCZ	200	added ('OK')	text/css	etag:%22ee71c39dce06dee419382431b7f55c5d-ssl-df%22	https://beatdrum.netlify.app/assets/css/slick-theme.css	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/css/slick-theme.css	(from https://beatdrum.netlify.app/first%20detail.html)
14:52:39	113709/113709	---M--	200	added ('OK')	image/jpeg	etag:%2222edf08ea90fbb36c2402a7d216e94be-ssl%22	https://beatdrum.netlify.app/assets/img/product_single_01.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/product_single_01.jpg	(from https://beatdrum.netlify.app/first%20detail.html)
14:52:40	2576975/2576975	---M--	200	added ('OK')	image/jpeg	etag:%221bd2eeb4075a0cdd44a39578dbfb1697-ssl%22	https://beatdrum.netlify.app/assets/img/product_single_02.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/product_single_02.jpg	(from https://beatdrum.netlify.app/first%20detail.html)
14:52:41	111661/111661	---M--	200	added ('OK')	image/jpeg	etag:%22e640d9c6947df0d999cd4ffb0a6be2c1-ssl%22	https://beatdrum.netlify.app/assets/img/product_single_03.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/product_single_03.jpg	(from https://beatdrum.netlify.app/first%20detail.html)
14:52:41	126177/126177	---M--	200	added ('OK')	image/jpeg	etag:%223dd44937e2f24abef90438543e9df686-ssl%22	https://beatdrum.netlify.app/assets/img/product_single_04.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/product_single_04.jpg	(from https://beatdrum.netlify.app/first%20detail.html)
14:52:41	79913/79913	---M--	200	added ('OK')	image/jpeg	etag:%22004e703bfbe569b769fa71f29a1950d2-ssl%22	https://beatdrum.netlify.app/assets/img/product_single_05.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/product_single_05.jpg	(from https://beatdrum.netlify.app/first%20detail.html)
14:52:42	143917/143917	---M--	200	added ('OK')	image/jpeg	etag:%22f6f34547a64a121c529a2cbd5353303c-ssl%22	https://beatdrum.netlify.app/assets/img/product_single_06.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/product_single_06.jpg	(from https://beatdrum.netlify.app/first%20detail.html)
14:52:42	43175/43175	---M--	200	added ('OK')	image/jpeg	etag:%2217d6307a4bfab0f9851abb3e7df7f219-ssl%22	https://beatdrum.netlify.app/assets/img/product_single_07.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/product_single_07.jpg	(from https://beatdrum.netlify.app/first%20detail.html)
14:52:43	104476/104476	---M--	200	added ('OK')	image/jpeg	etag:%228c5024f7499385472edcceeccc0f2783-ssl%22	https://beatdrum.netlify.app/assets/img/product_single_08.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/product_single_08.jpg	(from https://beatdrum.netlify.app/first%20detail.html)
14:52:43	64441/64441	---M--	200	added ('OK')	image/jpeg	etag:%22619394a361a4be2627e0669f8d24ff2a-ssl%22	https://beatdrum.netlify.app/assets/img/product_single_09.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/product_single_09.jpg	(from https://beatdrum.netlify.app/first%20detail.html)
14:52:44	34646/34646	---M--	200	added ('OK')	image/jpeg	etag:%228848a9f5e0e14aea814375b1fcbeb1be-ssl%22	https://beatdrum.netlify.app/assets/img/squid%20game/design%200826.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/squid%20game/design%200826.jpg	(from https://beatdrum.netlify.app/first%20detail.html)
14:52:45	127536/127536	---M--	200	added ('OK')	image/jpeg	etag:%2249f9815ed472c137a19c357313ee4b6b-ssl%22	https://beatdrum.netlify.app/assets/img/squid%20game/debt%200.809.jpg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/squid%20game/debt%200.809.jpg	(from https://beatdrum.netlify.app/first%20detail.html)
14:52:45	233689/233689	---M--	200	added ('OK')	image/png	etag:%2295beba49ed7fae7f40c9ccd5df07e237-ssl%22	https://beatdrum.netlify.app/assets/img/squid%20game/nameless%200.797.png	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/squid%20game/nameless%200.797.png	(from https://beatdrum.netlify.app/first%20detail.html)
